uid_adresse;cle_interop;commune_insee;commune_nom;commune_deleguee_insee;commune_deleguee_nom;voie_nom;lieudit_complement_nom;numero;suffixe;position;x;y;long;lat;cad_parcelles;source;date_der_maj;commune_nom_bre;commune_deleguee_nom_bre;voie_nom_bre;lieudit_complement_bre;certification_commune
@a:e6c39617-dc07-4161-aea0-49f7df61dafc @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00001;35047;Bruz;;;Rue de l'Etang;;1;;parcelle;347205.53;6780607;-1.7360143052016506;48.03059746270918;350047000BE0071;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:e2890633-763d-436d-a3cc-a96297479638 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00002;35047;Bruz;;;Rue de l'Etang;;2;;parcelle;347250.25;6780570;-1.7353857728903253;48.03028805216102;350047000BE0087;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:2af2bfaf-0cff-4c28-94ee-912a28fb52a6 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00003;35047;Bruz;;;Rue de l'Etang;;3;;parcelle;347194.28;6780603.5;-1.736162562356241;48.03056151063785;350047000BE0072;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:c2f54bfc-b82d-4103-82fc-ebd7ea028374 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00004;35047;Bruz;;;Rue de l'Etang;;4;;bâtiment;347240.84;6780607.5;-1.7355418369441868;48.03062160984868;350047000BE0086;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:16b5950b-025f-48ed-a850-5046f316ac78 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00005;35047;Bruz;;;Rue de l'Etang;;5;;bâtiment;347182.25;6780600;-1.736320728190869;48.03052394113475;350047000BE0073;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:5b3914c4-af5e-4449-bc65-6918a2ad6523 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00006;35047;Bruz;;;Rue de l'Etang;;6;;parcelle;347241.25;6780627.5;-1.7355525151342517;48.03079941918769;350047000BE0084;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:d490254d-eaf0-484e-a9e9-97a549d1c6e9 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00008;35047;Bruz;;;Rue de l'Etang;;8;;parcelle;347212.8;6780633.5;-1.7359383665503567;48.03084223458162;350047000BE0082;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:1bfaa534-8262-49be-8a5e-5c1ac70faba5 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00010;35047;Bruz;;;Rue de l'Etang;;10;;parcelle;347199.4;6780631.5;-1.736116522757761;48.03081699902094;350047000BE0081;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:d9b738d8-3842-48e5-9274-51f8a6a0c1c3 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00012;35047;Bruz;;;Rue de l'Etang;;12;;parcelle;347189.03;6780630;-1.7362540083532148;48.0307974827147;350047000BE0080;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:d210e4b2-875b-4a57-a57f-75eed45885ae @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00014;35047;Bruz;;;Rue de l'Etang;;14;;parcelle;347181.38;6780618.5;-1.736347391319583;48.03069031258818;350047000BE0079;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:a113bc3a-90f7-46dd-ab42-bff0f1dd03a2 @v:6e9be2fa-bfbb-47e4-8c05-19a4f52182b9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0290_00016;35047;Bruz;;;Rue de l'Etang;;16;;parcelle;347175.47;6780612;-1.7364211898654973;48.03062824548847;350047000BE0078;Rennes Métropole;2021-03-15;Bruz;;Straed ar Stank;;1
@a:7b97a637-430a-4acc-a536-91aefb902f34 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00002;35047;Bruz;;;Avenue de l'Europe;;2;;bâtiment;345693.16;6780309.5;-1.756027674294523;48.027107044208485;350047000CH0053;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:2fb822af-e3e5-4b4e-961e-753340c47fad @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00004;35047;Bruz;;;Avenue de l'Europe;;4;;bâtiment;345671.38;6780326.5;-1.7563335231012385;48.02725024085327;350047000CH0053;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:0c811e06-3f4c-4d50-99e8-c3518f116114 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00035;35047;Bruz;;;Avenue de l'Europe;;35;;bâtiment;345733.88;6780058;-1.7552796472971055;48.024873516663405;350047000CH0457|350047000CH0455;Rennes Métropole;2022-10-26;Bruz;;Bali Europa;;1
@a:e3b93c6c-ea89-43d3-bbcf-df7f8b78b11b @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00037;35047;Bruz;;;Avenue de l'Europe;;37;;bâtiment;345773.1;6780070;-1.7547642516989055;48.02500122539366;350047000CH0460|350047000CH0155|350047000CH0451|350047000CH0454|350047000CH0456;Rennes Métropole;2022-10-11;Bruz;;Bali Europa;;1
@a:6e3537a8-5f38-40f9-8749-6c31ec028722 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00039;35047;Bruz;;;Avenue de l'Europe;;39;;bâtiment;345768.06;6780096;-1.7548522756442264;48.025231023419195;350047000CH0460|350047000CH0155|350047000CH0451|350047000CH0454|350047000CH0456;Rennes Métropole;2022-10-11;Bruz;;Bali Europa;;1
@a:d382e25a-307d-42cd-8fbe-962a905c31a4 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00041_a;35047;Bruz;;;Avenue de l'Europe;;41;A;bâtiment;345702.38;6780122;-1.7557529339107558;48.025427314545944;350047000CH0415|350047000CH0449;Rennes Métropole;2022-10-11;Bruz;;Bali Europa;;1
@a:9d31c958-663b-44d8-9343-11c9b540818b @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00041_b;35047;Bruz;;;Avenue de l'Europe;;41;B;bâtiment;345698.16;6780145.5;-1.7558287679083786;48.0256391482207;350047000CH0453|350047000CH0449;Rennes Métropole;2022-10-11;Bruz;;Bali Europa;;1
@a:d00a74d5-924d-43c4-8969-780654aab5db @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00041_c;35047;Bruz;;;Avenue de l'Europe;;41;C;bâtiment;345727.38;6780152.5;-1.7554429337053998;48.02571738556755;350047000CH0154|350047000CH0449;Rennes Métropole;2022-10-11;Bruz;;Bali Europa;;1
@a:155be16f-2601-4a7d-a156-ba71614b1732 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00041_d;35047;Bruz;;;Avenue de l'Europe;;41;D;bâtiment;345719.9;6780126;-1.7555213719342604;48.02547245222694;350047000CH0415|350047000CH0449;Rennes Métropole;2022-10-11;Bruz;;Bali Europa;;1
@a:202689bd-2137-448b-8785-eb55fabeeb73 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00043;35047;Bruz;;;Avenue de l'Europe;;43;;bâtiment;345718.4;6780192.5;-1.7555955897096447;48.02607317440445;350047000CH0153;Rennes Métropole;2022-10-10;Bruz;;Bali Europa;;1
@a:a3cf45bb-0015-4885-905f-8eb6b9436777 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00045;35047;Bruz;;;Avenue de l'Europe;;45;;bâtiment;345688.7;6780230;-1.7560233641945153;48.02639236478033;350047000CH0153;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:51ce4b12-48b7-4fdf-b08e-661a072d3326 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00047;35047;Bruz;;;Avenue de l'Europe;;47;;bâtiment;345655.22;6780261.5;-1.7564972520470337;48.02665632665981;350047000CH0153;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:0606fcc5-50c8-4ce5-9b88-a8795642dedf @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00049;35047;Bruz;;;Avenue de l'Europe;;49;;bâtiment;345613.62;6780294;-1.7570804571055594;48.026928180529886;350047000CH0153;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:598f14b6-5f4d-4ed4-af03-c3e3e4577a03 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00051;35047;Bruz;;;Avenue de l'Europe;;51;;parcelle;345366.75;6780376;-1.7604525275158154;48.027528277772035;350047000CH0301;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:6511dd0c-ead3-4360-89bd-7697289d039d @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00053;35047;Bruz;;;Avenue de l'Europe;;53;;parcelle;345360.75;6780376;-1.7605324841149768;48.027523736258246;350047000CH0301;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:804faf08-1588-4f48-9bc7-dfdcc0b0f741 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00055;35047;Bruz;;;Avenue de l'Europe;;55;;parcelle;345355.06;6780375.5;-1.7606085753821288;48.02751690296931;350047000CH0301;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:05e4b77a-149c-469b-a14b-f6274e12f1de @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00057;35047;Bruz;;;Avenue de l'Europe;;57;;parcelle;345348.94;6780374.5;-1.7606899004857957;48.02750740143847;350047000CH0301;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:85441f1d-8e73-4fe6-a7d6-481445d32afb @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00059;35047;Bruz;;;Avenue de l'Europe;;59;;parcelle;345335.75;6780373;-1.7608651759894913;48.027486649002206;350047000CH0302;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:40e5005b-567f-4537-8779-6e7f79392924 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00061;35047;Bruz;;;Avenue de l'Europe;;61;;parcelle;345316.88;6780370;-1.7611156434665565;48.02744929545969;350047000CH0303;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:78825b81-9ccd-4abe-8bde-4547256847e0 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00063;35047;Bruz;;;Avenue de l'Europe;;63;;parcelle;345299.22;6780367.5;-1.7613499576142955;48.0274150625148;350047000CH0304;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:2c7fbeed-f61f-49ee-b6ac-26d2ae61f938 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00065;35047;Bruz;;;Avenue de l'Europe;;65;;parcelle;345282.1;6780363.5;-1.7615760918767351;48.02737136208529;350047000CH0305;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:8738eac8-dc5f-4eda-bc8b-f13488444275 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00067;35047;Bruz;;;Avenue de l'Europe;;67;;parcelle;345260.62;6780358;-1.7618592179848052;48.02731181485997;350047000CH0306;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:b167f951-67e5-4ec0-afca-84a15a4867f8 @v:4cac3714-b044-4b0d-9319-b64ce74a1ba8 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0291_00069;35047;Bruz;;;Avenue de l'Europe;;69;;bâtiment;345197.8;6780398.5;-1.762732914258862;48.02763932810928;350047000CH0407;Rennes Métropole;2021-03-15;Bruz;;Bali Europa;;1
@a:d89f8ee3-3362-425a-a825-41b863fddc6d @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00002;35047;Bruz;;;Rue des Féages;;2;;parcelle;347615.72;6780134;-1.7301414714570076;48.02657046877884;350047000BW0144;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:1d8b7792-6442-436e-b88f-040126a7012c @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00004;35047;Bruz;;;Rue des Féages;;4;;parcelle;347617.34;6780131;-1.7301171819472465;48.026544193478856;350047000BW0145;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:2c5b7012-a7e8-443d-a9b3-c6ab0a2822fa @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00005;35047;Bruz;;;Rue des Féages;;5;;parcelle;347653.2;6780111;-1.7296209788321952;48.02638399620845;350047000BW0112;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:fb1b7c04-7756-4453-8ba1-b5e703eea5e2 @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00006;35047;Bruz;;;Rue des Féages;;6;;parcelle;347591.9;6780069.5;-1.7304084859716238;48.025980401144686;350047000BW0138;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:119c44f8-d128-400a-b77b-43cf16e0bad9 @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00007;35047;Bruz;;;Rue des Féages;;7;;parcelle;347655.03;6780107.5;-1.7295934060838984;48.02635360818082;350047000BW0111;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:9ccc0632-16b5-42bd-9e13-4d5453ae1553 @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00008;35047;Bruz;;;Rue des Féages;;8;;parcelle;347594.88;6780069;-1.7303680253597271;48.02597490998118;350047000BW0135;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:411c462c-1453-4139-b8c0-319f7f1b3f12 @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00010;35047;Bruz;;;Rue des Féages;;10;;parcelle;347611.38;6780066.5;-1.7301454086305241;48.02596227203067;350047000BW0134;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:44994202-f743-4573-8e95-8632cf227ead @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00012;35047;Bruz;;;Rue des Féages;;12;;parcelle;347634.34;6780099;-1.7298637400654453;48.026265184161126;350047000BW0148;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:4d7be458-b8e6-4e33-8144-f74c65b54856 @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00014;35047;Bruz;;;Rue des Féages;;14;;parcelle;347638.06;6780091;-1.7298073513021839;48.02619524812052;350047000BW0149;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:9b10067f-3386-4e8c-9716-ce63062f98ed @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00016;35047;Bruz;;;Rue des Féages;;16;;parcelle;347647.78;6780074.5;-1.7296644757279758;48.02605536626885;350047000BW0151;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:374e0580-fa7f-4f73-bbe8-0730f2c14b60 @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00018;35047;Bruz;;;Rue des Féages;;18;;parcelle;347652.34;6780065.5;-1.7295958904597366;48.0259762374641;350047000BW0152;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:c934fd05-a24f-40b9-8b0e-0513f81a40d7 @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00020;35047;Bruz;;;Rue des Féages;;20;;parcelle;347645.7;6780014.5;-1.729644201521179;48.02551466056058;350047000BW0156;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:4f995863-2a53-459d-8ef7-523ec9fd513a @v:fd27306a-c435-406b-a554-be90f7dee557 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0292_00022;35047;Bruz;;;Rue des Féages;;22;;parcelle;347630.94;6780010.5;-1.729838368854157;48.025471249225326;350047000BW0157;Rennes Métropole;2021-03-15;Bruz;;Straed an Dalc'hoù;;1
@a:e23a8b40-50e1-45b4-994a-9b61c16fac72 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00001;35047;Bruz;;;Rue Fleming;;1;;bâtiment;345995.88;6780866.5;-1.7524235387759601;48.032276615048715;350047000CM0084;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:684138cd-dee2-4619-ac00-7d8f2689f30f @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00001_bis;35047;Bruz;;;Rue Fleming;;1;bis;parcelle;346015.47;6780870;-1.7521638020771722;48.032316892854126;350047000CM0411;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:746c6896-d5c2-4c31-aed7-5a97d5148456 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00001_ter;35047;Bruz;;;Rue Fleming;;1;ter;parcelle;346028.72;6780872;-1.751988393204686;48.032343163214485;350047000CM0409;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:d60f91fb-09e7-4123-9a34-498a428f1dfb @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00002;35047;Bruz;;;Rue Fleming;;2;;bâtiment;345993.8;6780883;-1.752464212802617;48.0324208072019;350047000CM0048;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:7aeea79d-ec7b-433a-8137-913d36f86ee9 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00003;35047;Bruz;;;Rue Fleming;;3;;bâtiment;345981.66;6780864;-1.7526121827909367;48.03224682032194;350047000CM0083;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:e50f035b-cdad-4de1-a063-17796e5fce6a @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00004;35047;Bruz;;;Rue Fleming;;4;;bâtiment;345978.3;6780880;-1.752669569823954;48.032386781733564;350047000CM0049;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:20b9cae0-9592-4469-88d4-d74b9909d185 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00005;35047;Bruz;;;Rue Fleming;;5;;bâtiment;345969.72;6780862;-1.7527702447544795;48.03222096238321;350047000CM0082;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:f7201283-37e9-4ed4-8ff7-7c3c5feeb29a @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00006;35047;Bruz;;;Rue Fleming;;6;;bâtiment;345966.88;6780878;-1.7528212026815326;48.032362069419456;350047000CM0050;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:b05e8f29-4650-47bb-9483-6fbae0213006 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00007;35047;Bruz;;;Rue Fleming;;7;;bâtiment;345957.22;6780860;-1.752935864963729;48.03219460475678;350047000CM0081;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:1ad09d56-ff74-4ad6-b7d0-9ae5f496b969 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00008;35047;Bruz;;;Rue Fleming;;8;;bâtiment;345952.56;6780875;-1.7530105766053894;48.0323305253452;350047000CM0051;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:32a9f830-ad15-452f-ba51-a1ce578b2373 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00009;35047;Bruz;;;Rue Fleming;;9;;bâtiment;345912.2;6780846;-1.753527825180225;48.032045045926;350047000CM0071;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:3f49e632-bb85-437b-9413-d0f772813fb1 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00010;35047;Bruz;;;Rue Fleming;;10;;bâtiment;345924.56;6780870.5;-1.7533819231055288;48.03227322614481;350047000CM0422;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:fcfa17e7-23af-46ac-af1d-a91d03bcc863 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00010_bis;35047;Bruz;;;Rue Fleming;;10;bis;parcelle;345913.6;6780868.5;-1.7535269463711416;48.03224879099447;350047000CM0423;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:6b866f5c-e83f-4916-9ad1-dea4d0c6d0f4 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00011;35047;Bruz;;;Rue Fleming;;11;;bâtiment;345891.66;6780845;-1.753801951525777;48.03202791209878;350047000CM0117;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:8694502c-78bd-446b-83e0-903b677f70ac @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00012;35047;Bruz;;;Rue Fleming;;12;;parcelle;345885.5;6780861;-1.7538972566490705;48.03216786631541;350047000CM0119;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:46adb4a5-d32f-4e48-b8f6-9ff86715cb44 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00013;35047;Bruz;;;Rue Fleming;;13;;bâtiment;345876.97;6780842;-1.753996049367408;48.03199006725327;350047000CM0116;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:193e7882-9add-4d7e-8054-63de51d22569 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00014;35047;Bruz;;;Rue Fleming;;14;;parcelle;345872.2;6780858.5;-1.754073662777975;48.032138202841836;350047000CM0120;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:d0b2d27d-b38d-44cc-9782-63de007663e1 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00015;35047;Bruz;;;Rue Fleming;;15;;bâtiment;345864.22;6780840;-1.75416543795549;48.03196757354556;350047000CM0115;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:9590c574-d937-4da9-9ce8-258cff5ec74a @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00016;35047;Bruz;;;Rue Fleming;;16;;parcelle;345864;6780857.5;-1.7541823402400716;48.03212338323581;350047000CM0121;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:d574553b-5629-4e6f-984c-4738e7d626e1 @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00017;35047;Bruz;;;Rue Fleming;;17;;bâtiment;345853;6780838;-1.754314273781729;48.03194421048065;350047000CM0114;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:abc7d696-d27c-4982-a9f2-3a1a8b50414e @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00018;35047;Bruz;;;Rue Fleming;;18;;bâtiment;345848.22;6780858.5;-1.754394727135564;48.032123186156134;350047000CM0122;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
@a:dd8ed81d-6812-44e2-b0ee-ceb0841d8baf @v:30243a8d-dbea-4fb7-bf83-98f17dd76e77 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0294_00020;35047;Bruz;;;Rue Fleming;;20;;bâtiment;345836.22;6780861.5;-1.7545578618711173;48.032143948047896;350047000CM0123;Rennes Métropole;2021-03-15;Bruz;;Straed Fleming;;1
